#REF!,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,OWC 2025 Round of 16 ⬥ Performance Scores,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,#,,,player,pscore ▼,played,counted,avg. score*,avg. acc,highest score*,,,,,notes,,,
,,,,,,,,,,,,,,,,,,,,
,,★,#1,US:,,rektygon,1.926,6 / 7,6 / 11,"863,557",98.20%,,DT1,S,"993,143",,"• *all scores are normalized
     (mod multipliers removed)

• performance score takes into account relative
  scores and the amount of maps played
     (essentially 'match costs' for the entire round)

• star (★) = at least 70% participation",,,
,,,#122,FI:,,Amasetic,0.989,3 / 6,3 / 11,"717,548",98.97%,,NM2,S,"984,792",,,,,
,,,#123,KZ:,,shiyumi,0.982,4 / 7,4 / 11,"526,614",98.35%,,HD2,A,"726,804",,,,,
,,,#124,ES:,,[dekori],0.981,2 / 6,2 / 11,"719,574",97.62%,,DT1,S,"932,341",,,,,
,,,#125,PH:,,LordGabriel,0.976,1 / 6,1 / 11,"886,341",99.30%,,NM1,A,"886,341",,,,,
,,,#126,ES:,,marbl,0.968,3 / 6,3 / 11,"509,214",94.27%,,HD2,A,"755,260",,,,,
,,,#127,US:,,tekkito,0.966,4 / 7,4 / 11,"531,385",97.72%,,DT1,S,"714,353",,,,,
,,,#128,NO:,,Pinguinzi,0.957,2 / 5,2 / 11,"686,262",98.46%,,DT2,S,"937,246",,,,,
,,,#129,FR:,,FlasTEH,0.955,4 / 7,4 / 11,"566,388",97.54%,,HD2,A,"624,960",,,,,
,,,#130,PL:,,Rafis,0.951,2 / 6,2 / 11,"816,282",99.55%,,NM2,S,"993,208",,,,,
,,,#131,PH:,,perhap,0.944,1 / 6,1 / 11,"761,792",95.90%,,DT3,S,"761,792",,,,,
,,★,#132,NL:,,perthed again,0.943,4 / 5,4 / 11,"456,137",94.87%,,DT2,S,"785,278",,,,,
,,,#133,CA:,,SparklyFairy200,0.941,1 / 5,1 / 11,"863,228",95.68%,,DT2,S,"863,228",,,,,
,,,#134,ES:,,Palodex,0.936,3 / 6,3 / 11,"482,033",94.80%,,FM3,A,"714,004",,,,,
,,,#135,JP:,,Homutan,0.933,3 / 9,3 / 11,"562,070",97.81%,,HR2,A,"577,361",,,,,
,,,#136,PE:,,MiguisXD,0.923,3 / 6,3 / 11,"536,365",96.04%,,FM3,S,"749,073",,,,,
,,,#137,AR:,,smashcae,0.915,4 / 6,4 / 11,"427,236",95.84%,,FM3,A,"503,383",,,,,
,,,#138,FR:,,JapWhite,0.914,1 / 7,1 / 11,"1,004,400",100.00%,,DT1,SS,"1,004,400",,,,,
,,,#139,PH:,,zonelouise,0.906,3 / 6,3 / 11,"584,647",95.71%,,NM2,A,"806,172",,,,,
,,,#140,AR:,,Bomilk,0.904,3 / 6,3 / 11,"459,095",94.54%,,FM3,S,"615,567",,,,,
,,,#141,TW:,,Spinesnight,0.903,2 / 5,2 / 11,"579,518",96.75%,,HR1,A,"667,309",,,,,
,,,#142,FI:,,savilju,0.903,2 / 6,2 / 11,"624,048",96.42%,,NM4,S,"791,008",,,,,
,,,#143,GB:,,MALTESER,0.900,4 / 8,4 / 11,"592,092",97.75%,,DT1,A,"708,205",,,,,
,,,#144,PE:,,P r a h,0.898,4 / 6,4 / 11,"497,858",96.29%,,FM2,A,"624,538",,,,,
,,★,#145,MY:,,Harumi Ena,0.892,6 / 8,6 / 11,"498,494",95.97%,,NM2,A,"813,663",,,,,
,,,#146,NL:,,G e n g a o z o,0.889,3 / 5,3 / 11,"467,981",95.74%,,HD2, S ,"578,101",,,,,
,,,#147,JP:,,Aotoleen,0.888,4 / 9,4 / 11,"535,641",94.41%,,DT3,A,"584,028",,,,,
,,,#148,CN:,,lolol234,0.888,3 / 8,3 / 11,"494,088",94.08%,,NM4,A,"546,981",,,,,
,,,#149,IT:,,-NyX,0.887,5 / 8,5 / 11,"478,314",96.02%,,NM4,A,"523,555",,,,,
,,,#150,CL:,,Lasseh,0.886,1 / 5,1 / 11,"708,603",93.44%,,NM4,A,"708,603",,,,,
,,★,#151,IT:,,Duke,0.885,7 / 8,7 / 11,"408,424",94.89%,,NM3,A,"604,812",,,,,
,,,#152,NL:,,John breathe,0.876,3 / 5,3 / 11,"414,662",95.96%,,HD2,A,"509,325",,,,,
,,,#153,FI:,,Kalanluu,0.871,3 / 6,3 / 11,"504,331",97.72%,,NM4,A,"590,417",,,,,
,,,#154,CL:,,siiphs,0.867,2 / 5,2 / 11,"533,064",94.95%,,NM3,A,"615,509",,,,,
,,,#155,CL:,,xXChokgamerXx,0.866,3 / 5,3 / 11,"484,372",96.89%,,DT2,A,"555,674",,,,,
,,,#156,AU:,,Xaver,0.860,2 / 5,2 / 11,"594,903",98.32%,,FM1,A,"601,133",,,,,
,,★,#157,MY:,,mabayu,0.854,7 / 8,7 / 11,"415,658",95.08%,,FM2,A,"506,942",,,,,
,,,#158,FI:,,AllyrD,0.848,3 / 6,3 / 11,"497,717",97.78%,,FM2,A,"593,726",,,,,
,,,#159,TW:,,Ethan2222,0.846,3 / 5,3 / 11,"412,008",95.39%,,FM3,S,"645,385",,,,,
,,,#160,KZ:,,ItzZeroIce,0.843,2 / 7,2 / 11,"685,366",96.88%,,DT2,A,"718,151",,,,,
,,,#161,GB:,,lystia,0.842,2 / 8,2 / 11,"535,258",96.22%,,FM2,A,"606,217",,,,,
,,,#162,ES:,,BabyScylla,0.842,2 / 6,2 / 11,"567,487",97.52%,,DT2,S,"720,836",,,,,
,,,#163,PE:,,SapeSape,0.841,4 / 6,4 / 11,"449,272",94.10%,,DT1,A,"545,215",,,,,
,,,#164,GB:,,Mahmood,0.841,3 / 8,3 / 11,"637,620",97.62%,,DT1,S,"938,352",,,,,
,,,#165,BR:,,Nyash,0.838,2 / 6,2 / 11,"597,032",98.29%,,FM3,A,"650,181",,,,,
,,,#166,SE:,,Guyra_,0.835,3 / 8,3 / 11,"543,732",98.14%,,FM1,A,"608,896",,,,,
,,,#167,JP:,,hosesan1020,0.834,5 / 9,5 / 11,"476,509",96.65%,,DT2,A,"633,107",,,,,
,,,#168,SE:,,Fejlan,0.829,4 / 8,4 / 11,"443,617",96.09%,,FM1,A,"604,113",,,,,
,,,#169,US:,,[C],0.827,2 / 7,2 / 11,"604,027",98.19%,,HD2,A,"743,052",,,,,
,,,#170,CL:,,Hanayume,0.826,2 / 5,2 / 11,"476,666",98.02%,,HR1,A,"519,611",,,,,
,,,#171,KR:,,MYKEYBOARD,0.826,2 / 5,2 / 11,"531,516",96.65%,,HR1,A,"692,557",,,,,
,,,#172,AR:,,viciobylike,0.822,2 / 6,2 / 11,"632,026",97.97%,,DT2,S,"713,827",,,,,
